postal_code,cluster_labels,geocode_lat,geocode_lng,address,num_sqft,rent,num_bathrooms,price_per_sqft,metro_station,train_station,bus_station,bus_stop,shopping_mall,shopping_plaza,grocery_store
M4P,3,43.70882072972973,-79.39404489189188,"161 Roehampton Avenue, Toronto",533.0,1950.0,1.0,3.658536585365854,7167,7228,4140,3531,5073,12531,5351
M4P,3,43.706852,-79.398212,"8 Eglinton Avenue East, Toronto",509.0,1950.0,1.0,3.831041257367387,7010,7060,4286,3149,4852,12847,5223
M4P,3,43.706932,-79.396963,"43 Eglinton Avenue East, Toronto",700.0,2500.0,1.0,3.5714285714285716,7000,7052,4295,3248,4939,12806,5204
M4P,3,43.70882072972973,-79.39404489189188,"161 Roehampton Avenue, Toronto",520.0,2000.0,1.0,3.8461538461538463,7167,7228,4140,3531,5073,12531,5351
M4P,3,43.708105,-79.398479,"30 Roehampton Avenue, Toronto",600.0,2200.0,2.0,3.6666666666666665,7151,7201,4145,3167,4774,12723,5363
M4P,3,43.70882072972973,-79.39404489189188,"161 Roehampton Avenue, Toronto",574.0,2100.0,1.0,3.658536585365854,7167,7228,4140,3531,5073,12531,5351
M4P,3,43.709033705882355,-79.3929990882353,"185 Roehampton Avenue, Toronto",610.0,2100.0,2.0,3.442622950819672,7178,7242,4139,3619,5143,12482,5357
M4P,3,43.71179427692308,-79.39531562307693,"101 Erskine Avenue, Toronto",592.0,1925.0,1.0,3.251689189189189,7510,7569,3794,3547,4864,12251,5697
M4P,3,43.708105,-79.398479,"30 Roehampton Avenue, Toronto",654.0,2370.0,1.0,3.623853211009174,7151,7201,4145,3167,4774,12723,5363
M4P,3,43.709033705882355,-79.3929990882353,"185 Roehampton Avenue, Toronto",630.0,2350.0,1.0,3.7301587301587302,7178,7242,4139,3619,5143,12482,5357
M4P,3,43.70882072972973,-79.39404489189188,"161 Roehampton Avenue, Toronto",574.0,1995.0,1.0,3.475609756097561,7167,7228,4140,3531,5073,12531,5351
M4P,3,43.706852,-79.398212,"8 Eglinton Avenue East, Toronto",466.0,1900.0,1.0,4.07725321888412,7010,7060,4286,3149,4852,12847,5223
M4P,3,43.71179427692308,-79.39531562307693,"101 Erskine Avenue, Toronto",600.0,2100.0,1.5,3.5,7510,7569,3794,3547,4864,12251,5697
M4P,3,43.70882072972973,-79.39404489189188,"161 Roehampton Avenue, Toronto",580.0,2000.0,1.0,3.4482758620689653,7167,7228,4140,3531,5073,12531,5351
M4R,3,43.708051,-79.4008154,"58 Orchard View Boulevard, Toronto",560.0,1950.0,1.0,3.482142857142857,7186,7230,4125,2986,4606,12794,5413
M4R,3,43.708051,-79.4008154,"58 Orchard View Boulevard, Toronto",600.0,2250.0,1.0,3.75,7186,7230,4125,2986,4606,12794,5413
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",459.0,1800.0,1.0,3.9215686274509802,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",535.0,1900.0,1.0,3.5514018691588785,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",500.0,1990.0,1.0,3.98,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.7036615,-79.39760174999999,"2131 Yonge Street, Toronto",650.0,2100.0,0.5,3.230769230769231,6653,6702,4645,3125,5057,13166,4869
M4S,3,43.7044767,-79.3972634,"5 Soudan Avenue, Toronto",380.0,1690.0,1.0,4.447368421052632,6736,6787,4560,3166,5038,13072,4948
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",535.0,1900.0,1.0,3.5514018691588785,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",540.0,1900.0,1.0,3.5185185185185186,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.7044767,-79.3972634,"5 Soudan Avenue, Toronto",590.0,2250.0,1.0,3.8135593220338984,6736,6787,4560,3166,5038,13072,4948
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",520.0,1900.0,1.0,3.6538461538461537,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",600.0,2100.0,2.0,3.5,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",540.0,1900.0,1.0,3.5185185185185186,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.69948615,-79.38709523017789,"300 Balliol Street, Toronto",600.0,2295.0,1.0,3.825,6069,6144,4021,2846,5029,13366,4228
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",600.0,2000.0,2.0,3.3333333333333335,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.70510671428571,-79.39787485714285,"2181 Yonge Street, Toronto",580.0,2000.0,1.0,3.4482758620689653,6815,6864,4483,3131,4962,13022,5029
M4S,3,43.70653715,-79.39194116941869,"83 Redpath Avenue, Toronto",505.0,1950.0,1.0,3.8613861386138613,6891,6956,4430,3578,5326,12720,5068
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",540.0,1950.0,1.0,3.611111111111111,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.704179,-79.391415,"125 Redpath Avenue, Toronto",300.0,1000.0,1.0,3.3333333333333335,6626,6691,4694,3400,5474,12958,4802
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",425.0,1790.0,1.0,4.211764705882353,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.7065015,-79.3823927,"8 Hillsdale Avenue East, Toronto",558.0,1900.0,1.0,3.4050179211469533,6829,6917,4699,2972,6041,12515,4972
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",560.0,2500.0,1.0,4.464285714285714,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.7002748,-79.396471,"1 Belsize Drive, Toronto",2100.0,2100.0,2.0,1.0,6265,6315,5032,3184,5326,13495,4482
M4S,3,43.7036615,-79.39760174999999,"2131 Yonge Street, Toronto",542.0,2000.0,1.0,3.690036900369004,6653,6702,4645,3125,5057,13166,4869
M4S,3,43.70653715,-79.39194116941869,"83 Redpath Avenue, Toronto",562.0,2050.0,1.0,3.6476868327402134,6891,6956,4430,3578,5326,12720,5068
M4S,3,43.69948615,-79.38709523017789,"300 Balliol Street, Toronto",600.0,2495.0,1.0,4.158333333333333,6069,6144,4021,2846,5029,13366,4228
M4S,3,43.69948615,-79.38709523017789,"300 Balliol Street, Toronto",600.0,2495.0,1.0,4.158333333333333,6069,6144,4021,2846,5029,13366,4228
M4S,3,43.70653715,-79.39194116941869,"83 Redpath Avenue, Toronto",562.0,2050.0,1.0,3.6476868327402134,6891,6956,4430,3578,5326,12720,5068
M4S,3,43.69948615,-79.38709523017789,"300 Balliol Street, Toronto",600.0,2295.0,1.0,3.825,6069,6144,4021,2846,5029,13366,4228
M4V,3,43.68666265,-79.39948655,"111 Saint Clair Avenue West, Toronto",650.0,2100.0,1.0,3.230769230769231,4862,4888,4450,4423,3883,15013,3186
M4V,3,43.68666265,-79.39948655,"111 Saint Clair Avenue West, Toronto",650.0,2350.0,1.0,3.6153846153846154,4862,4888,4450,4423,3883,15013,3186
M4W,0,43.6703572,-79.38438508191095,"85 Bloor Street East, Toronto",509.0,2200.0,1.0,4.322200392927308,2820,2895,1569,872,1785,16477,1016
M4W,0,43.6746538,-79.3890069,"942 Yonge St, Toronto",700.0,2300.0,1.0,3.2857142857142856,3350,3404,2080,1436,2337,16087,1607
M4W,0,43.6721614,-79.37990514480701,"300 Bloor Street East, Toronto",700.0,2150.0,1.0,3.0714285714285716,3005,3105,1807,709,1962,16213,1145
M4W,0,43.6703572,-79.38438508191095,"85 Bloor Street East, Toronto",520.0,2200.0,1.0,4.230769230769231,2820,2895,1569,872,1785,16477,1016
M4W,0,43.6729859,-79.38690249722806,"825 Church Street, Toronto",700.0,2350.0,1.0,3.357142857142857,3137,3200,1872,1191,2113,16232,1365
M4W,0,43.68081894566182,-79.39011336769973,"20 Scrivener Square, Toronto",850.0,3700.0,2.0,4.352941176470588,4041,4096,3636,1975,3022,15439,2269
M4W,0,43.6743544,-79.3687215,"49 McKenzie Avenue, Toronto",500.0,1880.0,1.0,3.76,3387,3536,2016,932,2406,15837,1646
M4W,0,43.6729859,-79.38690249722806,"825 Church Street, Toronto",700.0,2350.0,1.0,3.357142857142857,3137,3200,1872,1191,2113,16232,1365
M4W,0,43.67208105,-79.38788825238953,"18 Yorkville Avenue, Toronto",600.0,2650.0,1.0,4.416666666666667,3052,3108,1783,1209,2037,16347,1313
M4X,3,43.684755,-79.52258413450292,"135 Rose Avenue, Toronto",500.0,1575.0,1.0,3.15,12250,1869,869,2084,7221,20423,4805
M4X,0,43.66691171428572,-79.37348214285714,"167 Bleecker Street, Toronto",700.0,1995.0,1.0,2.85,2488,2629,1477,87,1494,16709,751
M4Y,0,43.6629385,-79.37865316666667,"85 Wood Street, Toronto",468.0,2100.0,1.0,4.487179487179487,1984,2100,876,570,949,17208,145
M4Y,0,43.6629385,-79.37865316666667,"85 Wood Street, Toronto",675.0,2360.0,1.0,3.4962962962962965,1984,2100,876,570,949,17208,145
M4Y,0,43.665761,-79.387565,"44 Saint Joseph Street, Toronto",540.0,2450.0,1.0,4.537037037037037,2359,2407,1087,1060,1366,17030,766
M4Y,0,43.665761,-79.387565,"44 Saint Joseph Street, Toronto",850.0,2100.0,1.0,2.4705882352941178,2359,2407,1087,1060,1366,17030,766
M4Y,0,43.665761,-79.387565,"44 Saint Joseph Street, Toronto",850.0,2100.0,1.0,2.4705882352941178,2359,2407,1087,1060,1366,17030,766
M4Y,0,43.666037,-79.38356,"17 Dundonald Street, Toronto",580.0,2050.0,1.0,3.5344827586206895,2335,2413,1090,736,1300,16937,557
M4Y,0,43.668649450000004,-79.38448819999999,"33 Charles St E, Toronto",903.0,2600.0,1.0,2.8792912513842746,2632,2705,1379,820,1600,16665,846
M4Y,0,43.66947145,-79.38412773928317,"42 Charles Street East, Toronto",560.0,2200.0,1.0,3.9285714285714284,2720,2796,1471,816,1685,16570,917
M4Y,0,43.661925454545454,-79.38391927272727,"7 Grenville Street, Toronto",519.0,2050.0,1.0,3.94990366088632,1884,1956,632,951,862,17392,339
M4Y,0,43.668964,-79.384105,"45 Charles Street East, Toronto",746.0,2400.0,2.0,3.2171581769436997,2663,2739,1414,798,1629,16625,865
M4Y,0,43.670526,-79.3804768614367,"28 Ted Rogers Way, Toronto",600.0,2200.0,1.0,3.6666666666666665,2822,2920,1619,611,1779,16400,964
M4Y,0,43.661667,-79.386005,"38 Grenville Street, Toronto",700.0,2500.0,1.0,3.5714285714285716,1886,1939,615,1104,901,17452,508
M4Y,0,43.670837,-79.376437,"28 Linden Street, Toronto",515.0,1950.0,1.0,3.7864077669902914,2877,2997,1745,442,1846,16312,1031
M4Y,0,43.663941,-79.383268,"25 Maitland Street, Toronto",699.0,2400.0,1.5,3.4334763948497855,2100,2179,860,786,1067,17162,367
M4Y,0,43.669802,-79.384837,"30 Hayden Street, Toronto",655.0,2200.0,1.0,3.3587786259541983,2763,2835,1508,882,1731,16545,974
M4Y,0,43.66475885,-79.384040983235,"555 Yonge Street, Toronto",610.0,2100.0,1.0,3.442622950819672,2198,2271,946,809,1169,17084,474
M4Y,0,43.66475885,-79.384040983235,"555 Yonge Street, Toronto",600.0,1950.0,1.0,3.25,2198,2271,946,809,1169,17084,474
M4Y,0,43.664635,-79.385478,"11 Wellesley Street West, Toronto",580.0,2400.0,1.0,4.137931034482759,2201,2264,936,923,1188,17119,557
M4Y,0,43.663758,-79.38024,"70 Alexander Street, Toronto",780.0,2500.0,2.0,3.2051282051282053,2069,2172,900,591,1026,17139,213
M4Y,0,43.664635,-79.385478,"11 Wellesley Street West, Toronto",560.0,2100.0,1.0,3.75,2201,2264,936,923,1188,17119,557
M4Y,0,43.664635,-79.385478,"11 Wellesley Street West, Toronto",489.0,2050.0,1.0,4.192229038854806,2201,2264,936,923,1188,17119,557
M4Y,0,43.670837,-79.376437,"28 Linden Street, Toronto",570.0,2250.0,1.0,3.9473684210526314,2877,2997,1745,442,1846,16312,1031
M4Y,0,43.664635,-79.385478,"11 Wellesley Street West, Toronto",446.0,2050.0,1.0,4.596412556053812,2201,2264,936,923,1188,17119,557
M4Y,0,43.66947145,-79.38412773928317,"42 Charles Street East, Toronto",722.0,2400.0,1.0,3.3240997229916895,2720,2796,1471,816,1685,16570,917
M4Y,0,43.669920399999995,-79.38150239155573,"88 Charles Street East, Toronto",600.0,2099.0,1.0,3.4983333333333335,2756,2848,1538,642,1713,16481,907
M4Y,0,43.661925454545454,-79.38391927272727,"7 Grenville Street, Toronto",517.0,2150.0,1.0,4.158607350096712,1884,1956,632,951,862,17392,339
M4Y,0,43.6655754,-79.38199660000001,"50 Wellesley Street East, Toronto",600.0,2400.0,1.0,4.0,2274,2363,1055,624,1233,16964,451
M4Y,0,43.661925454545454,-79.38391927272727,"7 Grenville Street, Toronto",518.0,2400.0,1.0,4.633204633204633,1884,1956,632,951,862,17392,339
M4Y,0,43.661820727272726,-79.38441163636364,"15 Grenville Street, Toronto",500.0,1900.0,1.0,3.8,1878,1945,619,989,864,17411,379
M4Y,0,43.666606,-79.376233,"120 Homewood Avenue, Toronto",600.0,2500.0,1.0,4.166666666666667,2412,2538,1327,148,1390,16775,596
M4Y,0,43.666037,-79.38356,"17 Dundonald Street, Toronto",700.0,2380.0,1.0,3.4,2335,2413,1090,736,1300,16937,557
M4Y,0,43.67009455,-79.38020202895828,"110 Charles Street East, Toronto",584.0,2200.0,1.0,3.767123287671233,2775,2874,1577,564,1731,16444,915
M4Y,0,43.66585,-79.385535,"5 Saint Joseph Street, Toronto",700.0,2950.0,2.0,4.214285714285714,2335,2399,1071,897,1318,16987,645
M4Y,0,43.6629385,-79.37865316666667,"85 Wood Street, Toronto",468.0,1900.0,1.0,4.05982905982906,1984,2100,876,570,949,17208,145
M4Y,0,43.664635,-79.385478,"11 Wellesley Street West, Toronto",430.0,1850.0,1.0,4.3023255813953485,2201,2264,936,923,1188,17119,557
M4Y,0,43.66575,-79.386053,"11 Saint Joseph Street, Toronto",700.0,3200.0,1.0,4.571428571428571,2332,2391,1064,940,1320,17006,669
M4Y,0,43.661667,-79.386005,"38 Grenville Street, Toronto",700.0,2500.0,1.0,3.5714285714285716,1886,1939,615,1104,901,17452,508
M4Y,0,43.669216,-79.38381150000001,"50 Charles Street East, Toronto",743.0,2100.0,1.0,2.826379542395693,2689,2767,1443,783,1653,16593,881
M5A,0,43.645939285714284,-79.36442842857143,"16 Bonnycastle Street, Toronto",699.0,2500.0,1.0,3.57653791130186,1308,1522,1049,746,1621,18948,2158
M5A,0,43.6450932,-79.3682744,"Richardson Street, Toronto",499.0,1695.0,1.0,3.396793587174349,996,1205,741,725,1450,19070,2082
M5A,0,43.65548475,-79.35409368987114,"170 Bayview Avenue, Toronto",527.0,2100.0,1.0,3.984819734345351,2427,2651,2835,789,2143,17834,2181
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",565.0,2100.0,1.0,3.7168141592920354,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6442891,-79.3634915,"15 Merchants' Wharf, Toronto",650.0,2400.0,1.0,3.6923076923076925,1384,1587,1134,926,1793,19125,2353
M5A,0,43.65164,-79.3670758,"138 Princess Street, Toronto",670.0,2400.0,1.0,3.582089552238806,1308,1530,1068,310,1142,18335,1527
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",599.0,2000.0,1.0,3.33889816360601,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6453742,-79.3629458,"Edgewater Drive, Toronto",758.0,2300.0,1.0,3.034300791556728,1425,1635,1168,806,1755,19001,2279
M5A,0,43.649759700000004,-79.36527534114715,"222 The Esplanade, Toronto",700.0,2600.0,1.0,3.7142857142857144,1339,1563,1081,349,1349,18530,1780
M5A,0,43.657046785714286,-79.37417142857143,"181 Dundas Street East, Toronto",600.0,2100.0,1.0,3.5,1421,1588,830,828,593,17804,698
M5A,0,43.652465,-79.367554,"400 Adelaide Street East, Toronto",673.0,2250.0,2.0,3.3432392273402676,1330,1549,1099,330,1081,18248,1433
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",588.0,2150.0,1.0,3.6564625850340136,1668,1888,1671,158,1351,18050,1544
M5A,0,43.651804,-79.369677,"205 Frederick Street, Toronto",650.0,2300.0,1.0,3.5384615384615383,1151,1368,927,508,936,18339,1381
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",565.0,1900.0,1.0,3.3628318584070795,1668,1888,1671,158,1351,18050,1544
M5A,0,43.652873,-79.356605,"455 Front Street East, Toronto",545.0,2250.0,1.0,4.128440366972477,2117,2342,1861,532,1947,18134,2112
M5A,0,43.652675,-79.366632,"460 Adelaide Street East, Toronto",610.0,2200.0,1.0,3.6065573770491803,1404,1623,1170,255,1150,18217,1468
M5A,0,43.6520037,-79.377527,"323 Richmond Street East, Toronto",600.0,1950.0,1.0,3.25,801,965,730,345,379,18398,1112
M5A,0,43.6500473,-79.3569862,"390 Cherry Street, Toronto",549.0,2250.0,1.0,4.098360655737705,1981,2204,1719,593,1972,18450,2254
M5A,0,43.659551,-79.362606,"225 Sackville Street, Toronto",670.0,2350.0,2.0,3.5074626865671643,2161,2368,1795,742,1558,17425,1400
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",550.0,1900.0,1.0,3.4545454545454546,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6442891,-79.3634915,"15 Merchants' Wharf, Toronto",550.0,2100.0,1.0,3.8181818181818183,1384,1587,1134,926,1793,19125,2353
M5A,0,43.6442891,-79.3634915,"15 Merchants' Wharf, Toronto",625.0,2195.0,1.0,3.512,1384,1587,1134,926,1793,19125,2353
M5A,0,43.6496674,-79.3597065,"70 Distillery Lane, Toronto",650.0,2300.0,1.0,3.5384615384615383,1759,1982,1497,445,1774,18505,2107
M5A,0,43.656340150000005,-79.35511458478955,"47 Lower River Street, Toronto",520.0,2050.0,1.0,3.9423076923076925,2402,2625,2766,757,2068,17742,2073
M5A,0,43.657046785714286,-79.37417142857143,"181 Dundas Street East, Toronto",600.0,2100.0,1.0,3.5,1421,1588,830,828,593,17804,698
M5A,0,43.6442891,-79.3634915,"15 Merchants' Wharf, Toronto",724.0,2100.0,0.0,2.9005524861878453,1384,1587,1134,926,1793,19125,2353
M5A,0,43.652675,-79.366632,"460 Adelaide Street East, Toronto",620.0,1975.0,1.0,3.185483870967742,1404,1623,1170,255,1150,18217,1468
M5A,0,43.652675,-79.366632,"460 Adelaide Street East, Toronto",620.0,2150.0,1.0,3.467741935483871,1404,1623,1170,255,1150,18217,1468
M5A,0,43.657184,-79.374408,"200 Dundas Street East, Toronto",500.0,1875.0,1.0,3.75,1428,1593,813,824,584,17792,674
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",490.0,1850.0,1.0,3.7755102040816326,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6614686,-79.3637003,"260 Sackville Street, Toronto",500.0,2200.0,1.0,4.4,2270,2468,2563,955,1569,17220,1289
M5A,0,43.649759700000004,-79.36527534114715,"222 The Esplanade, Toronto",700.0,2600.0,1.0,3.7142857142857144,1339,1563,1081,349,1349,18530,1780
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",555.0,2000.0,1.0,3.6036036036036037,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6450932,-79.3682744,"Richardson Street, Toronto",334.0,1695.0,1.0,5.074850299401198,996,1205,741,725,1450,19070,2082
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",615.0,2200.0,1.0,3.5772357723577235,1668,1888,1671,158,1351,18050,1544
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",490.0,1950.0,1.0,3.979591836734694,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6520037,-79.377527,"320 Richmond Street East, Toronto",540.0,2200.0,1.0,4.074074074074074,801,965,730,345,379,18398,1112
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",550.0,1850.0,1.0,3.3636363636363638,1668,1888,1671,158,1351,18050,1544
M5A,0,43.65548475,-79.35409368987114,"170 Bayview Avenue, Toronto",527.0,2100.0,1.0,3.984819734345351,2427,2651,2835,789,2143,17834,2181
M5A,0,43.657184,-79.374408,"200 Dundas Street East, Toronto",530.0,2000.0,1.0,3.7735849056603774,1428,1593,813,824,584,17792,674
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",490.0,1850.0,1.0,3.7755102040816326,1668,1888,1671,158,1351,18050,1544
M5A,0,43.652825699999994,-79.37042746221061,"255 Richmond Street East, Toronto",600.0,2100.0,1.0,3.5,1184,1394,1190,561,847,18233,1254
M5A,0,43.645939285714284,-79.36442842857143,"16 Bonnycastle Street, Toronto",675.0,2700.0,1.0,4.0,1308,1522,1049,746,1621,18948,2158
M5A,0,43.650324499999996,-79.36063136490475,"33 Mill Street, Toronto",568.0,2200.0,1.0,3.8732394366197185,1710,1935,1450,341,1681,18437,2003
M5A,0,43.652675,-79.366632,"460 Adelaide Street East, Toronto",677.0,2250.0,1.0,3.323485967503693,1404,1623,1170,255,1150,18217,1468
M5A,0,43.6453742,-79.3629458,"Edgewater Drive, Toronto",500.0,1950.0,1.0,3.9,1425,1635,1168,806,1755,19001,2279
M5A,0,43.6442891,-79.3634915,"55 Merchants' Wharf, Toronto",576.0,2100.0,1.0,3.6458333333333335,1384,1587,1134,926,1793,19125,2353
M5A,0,43.65906852173913,-79.36268182608696,"200 Sackville Street, Toronto",650.0,2400.0,1.0,3.6923076923076925,2118,2326,1778,688,1534,17479,1405
M5A,0,43.65548475,-79.35409368987114,"170 Bayview Avenue, Toronto",650.0,2100.0,1.0,3.230769230769231,2427,2651,2835,789,2143,17834,2181
M5A,0,43.65382235,-79.35446184972523,"120 Bayview Avenue, Toronto",500.0,2000.0,1.0,4.0,2318,2543,3021,712,2112,18020,2221
M5A,0,43.65382235,-79.35446184972523,"120 Bayview Avenue, Toronto",647.0,2250.0,2.0,3.4775888717156107,2318,2543,3021,712,2112,18020,2221
M5A,0,43.645939285714284,-79.36442842857143,"16 Bonnycastle Street, Toronto",644.0,2380.0,1.0,3.6956521739130435,1308,1522,1049,746,1621,18948,2158
M5A,0,43.65548475,-79.35409368987114,"170 Bayview Avenue, Toronto",527.0,2000.0,1.0,3.795066413662239,2427,2651,2835,789,2143,17834,2181
M5A,0,43.6598988,-79.36585871110498,"1 Cole Street, Toronto",767.0,2100.0,2.0,2.7379400260756195,2026,2223,1549,808,1334,17411,1136
M5A,0,43.659516,-79.3600803,"170 Sumach Street, Toronto",615.0,2200.0,1.0,3.5772357723577235,2300,2512,2593,779,1748,17413,1601
M5A,0,43.657184,-79.374408,"200 Dundas Street East, Toronto",480.0,1850.0,1.0,3.8541666666666665,1428,1593,813,824,584,17792,674
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",550.0,1950.0,1.0,3.5454545454545454,1668,1888,1671,158,1351,18050,1544
M5A,0,43.65382235,-79.35446184972523,"120 Bayview Avenue, Toronto",647.0,2250.0,2.0,3.4775888717156107,2318,2543,3021,712,2112,18020,2221
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",490.0,1900.0,1.0,3.877551020408163,1668,1888,1671,158,1351,18050,1544
M5A,0,43.6515833,-79.3711618,"464 Adelaide St E, Toronto",623.0,2300.0,1.0,3.691813804173355,1045,1259,831,630,834,18377,1336
M5A,0,43.65382235,-79.35446184972523,"120 Bayview Avenue, Toronto",525.0,2100.0,1.0,4.0,2318,2543,3021,712,2112,18020,2221
M5A,0,43.65399869230769,-79.36390769230769,"120 Parliament Street, Toronto",565.0,2100.0,1.0,3.7168141592920354,1668,1888,1671,158,1351,18050,1544
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",520.0,1850.0,1.0,3.5576923076923075,1460,1622,802,841,591,17754,632
M5B,0,43.6624567,-79.379586,"403 Church Street, Toronto",510.0,1800.0,1.0,3.5294117647058822,1926,2035,792,658,885,17273,65
M5B,0,43.6567493,-79.3749123,"159 Dundas Street East, Toronto",560.0,2200.0,1.0,3.9285714285714284,1369,1531,768,761,525,17845,688
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",484.0,1725.0,1.0,3.5640495867768593,1460,1622,802,841,591,17754,632
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",500.0,1900.0,1.0,3.8,1460,1622,802,841,591,17754,632
M5B,0,43.65325152,-79.37948092,"197 Yonge Street, Toronto",580.0,1980.0,1.0,3.413793103448276,904,1033,520,229,172,18284,960
M5B,0,43.6624567,-79.379586,"403 Church Street, Toronto",565.0,1800.0,1.0,3.185840707964602,1926,2035,792,658,885,17273,65
M5B,0,43.65325152,-79.37948092,"197 Yonge Street, Toronto",643.0,2450.0,1.0,3.8102643856920686,904,1033,520,229,172,18284,960
M5B,0,43.6624567,-79.379586,"403 Church Street, Toronto",747.0,2480.0,1.5,3.319946452476573,1926,2035,792,658,885,17273,65
M5B,0,43.65325152,-79.37948092,"197 Yonge Street, Toronto",559.0,2195.0,1.0,3.926654740608229,904,1033,520,229,172,18284,960
M5B,0,43.6550307,-79.3754777,"77 Shuter Street, Toronto",605.0,2200.0,1.0,3.6363636363636362,1174,1340,733,607,422,18041,834
M5B,0,43.6567493,-79.3749123,"159 Dundas Street East, Toronto",565.0,1850.0,1.0,3.274336283185841,1369,1531,768,761,525,17845,688
M5B,0,43.66119175,-79.38051737040115,"25 Carlton Street, Toronto",652.0,2300.0,1.0,3.5276073619631902,1783,1885,632,816,740,17425,100
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",400.0,1700.0,1.0,4.25,1460,1622,802,841,591,17754,632
M5B,0,43.6642537,-79.368074,"70 Carlton Street, Toronto",585.0,1950.0,1.0,3.3333333333333335,2353,2527,1589,609,1483,16947,973
M5B,0,43.6624567,-79.379586,"403 Church Street, Toronto",747.0,2480.0,2.0,3.319946452476573,1926,2035,792,658,885,17273,65
M5B,0,43.66119175,-79.38051737040115,"25 Carlton Street, Toronto",652.0,2150.0,1.0,3.2975460122699385,1783,1885,632,816,740,17425,100
M5B,0,43.6602649,-79.3759927,"117 Gerrard Street East, Toronto",750.0,3000.0,1.0,4.0,1721,1863,812,770,740,17470,348
M5B,0,43.6550307,-79.3754777,"77 Shuter Street, Toronto",504.0,2000.0,1.0,3.9682539682539684,1174,1340,733,607,422,18041,834
M5B,0,43.655302500000005,-79.3753799609179,"76 Shuter Street, Toronto",600.0,2100.0,1.0,3.5,1205,1371,736,630,435,18010,810
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",527.0,1800.0,1.0,3.415559772296015,1460,1622,802,841,591,17754,632
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",490.0,2100.0,1.0,4.285714285714286,1460,1622,802,841,591,17754,632
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",520.0,2000.0,1.0,3.8461538461538463,1460,1622,802,841,591,17754,632
M5B,0,43.65325152,-79.37948092,"197 Yonge Street, Toronto",645.0,2100.0,1.0,3.255813953488372,904,1033,520,229,172,18284,960
M5B,0,43.657546234042556,-79.37461538297872,"251 Jarvis Street, Toronto",562.0,1895.0,1.0,3.3718861209964412,1460,1622,802,841,591,17754,632
M5B,0,43.6567493,-79.3749123,"159 Dundas Street East, Toronto",560.0,1698.0,1.0,3.032142857142857,1369,1531,768,761,525,17845,688
